Parcel_ID,O_zone,D_zone,CEP,Network,Type,DepotNumber
23204,323,2668,PostNL,conventional,tour-based,1.0
23218,810,2668,PostNL,conventional,tour-based,1.0
23259,191,2668,PostNL,conventional,tour-based,1.0
23265,85,3362,UPS,conventional,tour-based,13.0
23279,459,2668,PostNL,conventional,tour-based,1.0
23406,53,1008,DHL,conventional,tour-based,9.0
23440,655,2668,PostNL,conventional,tour-based,1.0
23466,174,3362,UPS,conventional,tour-based,13.0
23507,675,2668,PostNL,conventional,tour-based,1.0
23532,514,2668,PostNL,conventional,tour-based,1.0
23537,252,2668,PostNL,conventional,tour-based,1.0
23546,602,2668,PostNL,conventional,tour-based,1.0
23574,749,5514,GLS,conventional,tour-based,5.0
23594,831,2668,PostNL,conventional,tour-based,1.0
23611,273,1044,DHL,conventional,tour-based,7.0
23643,285,4604,DPD,conventional,tour-based,14.0
23670,870,2668,PostNL,conventional,tour-based,1.0
23671,345,2668,PostNL,conventional,tour-based,1.0
23701,50,2668,PostNL,conventional,tour-based,1.0
23755,141,1008,DHL,conventional,tour-based,9.0
23763,465,4604,DPD,conventional,tour-based,14.0
23778,943,2668,PostNL,conventional,tour-based,1.0
23801,3,2668,PostNL,conventional,tour-based,1.0
23814,595,2668,PostNL,conventional,tour-based,1.0
23852,304,4604,DPD,conventional,tour-based,14.0
23853,672,4604,DPD,conventional,tour-based,14.0
23874,1053,2668,PostNL,conventional,tour-based,1.0
23883,113,2668,PostNL,conventional,tour-based,1.0
23887,875,2668,PostNL,conventional,tour-based,1.0
23944,251,2668,PostNL,conventional,tour-based,1.0
23960,495,2668,PostNL,conventional,tour-based,1.0
24048,777,2668,PostNL,conventional,tour-based,1.0
24103,472,1044,DHL,conventional,tour-based,7.0
24129,667,4604,DPD,conventional,tour-based,14.0
24136,687,2668,PostNL,conventional,tour-based,1.0
24206,48,1008,DHL,conventional,tour-based,9.0
24214,549,4604,DPD,conventional,tour-based,14.0
24220,973,4604,DPD,conventional,tour-based,14.0
24222,83,4604,DPD,conventional,tour-based,14.0
24240,327,2668,PostNL,conventional,tour-based,1.0
24251,157,2668,PostNL,conventional,tour-based,1.0
24331,368,2668,PostNL,conventional,tour-based,1.0
24366,137,2668,PostNL,conventional,tour-based,1.0
24375,631,3362,UPS,conventional,tour-based,13.0
24386,813,2662,DHL,conventional,tour-based,10.0
24413,794,2668,PostNL,conventional,tour-based,1.0
24471,1054,2668,PostNL,conventional,tour-based,1.0
24513,784,2668,PostNL,conventional,tour-based,1.0
24524,922,1008,DHL,conventional,tour-based,9.0
24577,288,5514,GLS,conventional,tour-based,5.0
24584,332,2668,PostNL,conventional,tour-based,1.0
24655,520,2668,PostNL,conventional,tour-based,1.0
24670,134,3362,UPS,conventional,tour-based,13.0
24678,194,1008,DHL,conventional,tour-based,9.0
24699,84,4137,FedEx,conventional,tour-based,15.0
24712,265,2668,PostNL,conventional,tour-based,1.0
24754,613,2668,PostNL,conventional,tour-based,1.0
24785,198,1008,DHL,conventional,tour-based,9.0
24812,75,4137,FedEx,conventional,tour-based,15.0
24853,1034,2668,PostNL,conventional,tour-based,1.0
24905,539,2668,PostNL,conventional,tour-based,1.0
24920,502,2668,PostNL,conventional,tour-based,1.0
24943,673,2668,PostNL,conventional,tour-based,1.0
25037,906,2668,PostNL,conventional,tour-based,1.0
25097,81,2668,PostNL,conventional,tour-based,1.0
25114,557,2668,PostNL,conventional,tour-based,1.0
25115,557,2668,PostNL,conventional,tour-based,1.0
25121,269,2668,PostNL,conventional,tour-based,1.0
25123,174,2668,PostNL,conventional,tour-based,1.0
25141,259,1044,DHL,conventional,tour-based,7.0
25202,274,1044,DHL,conventional,tour-based,7.0
25209,83,4604,DPD,conventional,tour-based,14.0
25216,328,5514,GLS,conventional,tour-based,5.0
25283,807,4137,FedEx,conventional,tour-based,15.0
25302,61,2668,PostNL,conventional,tour-based,1.0
25312,412,2668,PostNL,conventional,tour-based,1.0
25318,943,2668,PostNL,conventional,tour-based,1.0
25333,903,1044,DHL,conventional,tour-based,7.0
25347,394,2662,DHL,conventional,tour-based,10.0
25354,635,1044,DHL,conventional,tour-based,7.0
25356,263,4604,DPD,conventional,tour-based,14.0
25360,738,4604,DPD,conventional,tour-based,14.0
25364,560,4604,DPD,conventional,tour-based,14.0
25391,769,2668,PostNL,conventional,tour-based,1.0
25394,369,2668,PostNL,conventional,tour-based,1.0
25400,300,2668,PostNL,conventional,tour-based,1.0
25413,907,2668,PostNL,conventional,tour-based,1.0
25435,503,3362,UPS,conventional,tour-based,13.0
25445,50,1008,DHL,conventional,tour-based,9.0
25482,209,2668,PostNL,conventional,tour-based,1.0
25498,442,2662,DHL,conventional,tour-based,10.0
25535,669,2668,PostNL,conventional,tour-based,1.0
25543,876,2668,PostNL,conventional,tour-based,1.0
25548,1021,2668,PostNL,conventional,tour-based,1.0
25564,111,1008,DHL,conventional,tour-based,9.0
25615,142,1008,DHL,conventional,tour-based,9.0
25667,708,2668,PostNL,conventional,tour-based,1.0
25699,690,3362,UPS,conventional,tour-based,13.0
25703,567,3362,UPS,conventional,tour-based,13.0
25726,1055,5514,GLS,conventional,tour-based,5.0
25740,526,2668,PostNL,conventional,tour-based,1.0
25818,253,2668,PostNL,conventional,tour-based,1.0
25918,692,2668,PostNL,conventional,tour-based,1.0
25927,407,2668,PostNL,conventional,tour-based,1.0
25966,424,4604,DPD,conventional,tour-based,14.0
25999,654,2668,PostNL,conventional,tour-based,1.0
26047,484,2668,PostNL,conventional,tour-based,1.0
26054,247,3362,UPS,conventional,tour-based,13.0
26152,335,2668,PostNL,conventional,tour-based,1.0
26173,137,2668,PostNL,conventional,tour-based,1.0
26202,492,2668,PostNL,conventional,tour-based,1.0
26223,413,2662,DHL,conventional,tour-based,10.0
26230,591,4604,DPD,conventional,tour-based,14.0
26255,35,3362,UPS,conventional,tour-based,13.0
26279,466,4604,DPD,conventional,tour-based,14.0
26291,509,2668,PostNL,conventional,tour-based,1.0
26334,729,2662,DHL,conventional,tour-based,10.0
26339,682,4604,DPD,conventional,tour-based,14.0
26384,234,2668,PostNL,conventional,tour-based,1.0
26398,244,2668,PostNL,conventional,tour-based,1.0
26408,791,2668,PostNL,conventional,tour-based,1.0
26431,73,1008,DHL,conventional,tour-based,9.0
26474,682,2668,PostNL,conventional,tour-based,1.0
26476,873,2668,PostNL,conventional,tour-based,1.0
26486,883,2668,PostNL,conventional,tour-based,1.0
26509,330,1044,DHL,conventional,tour-based,7.0
26520,278,4604,DPD,conventional,tour-based,14.0
26526,434,5514,GLS,conventional,tour-based,5.0
26542,44,2668,PostNL,conventional,tour-based,1.0
26554,324,2668,PostNL,conventional,tour-based,1.0
26575,902,3362,UPS,conventional,tour-based,13.0
26579,990,1044,DHL,conventional,tour-based,7.0
26580,495,1044,DHL,conventional,tour-based,7.0
26601,236,1044,DHL,conventional,tour-based,7.0
26607,799,4604,DPD,conventional,tour-based,14.0
26612,491,4604,DPD,conventional,tour-based,14.0
26624,418,2668,PostNL,conventional,tour-based,1.0
26654,631,2668,PostNL,conventional,tour-based,1.0
26673,271,3362,UPS,conventional,tour-based,13.0
26726,12,2668,PostNL,conventional,tour-based,1.0
26752,846,1044,DHL,conventional,tour-based,7.0
26768,398,2662,DHL,conventional,tour-based,10.0
26777,15,1008,DHL,conventional,tour-based,9.0
26781,210,1008,DHL,conventional,tour-based,9.0
26784,635,1044,DHL,conventional,tour-based,7.0
26788,101,1008,DHL,conventional,tour-based,9.0
26809,607,4604,DPD,conventional,tour-based,14.0
26858,282,2668,PostNL,conventional,tour-based,1.0
26861,297,2668,PostNL,conventional,tour-based,1.0
26871,279,2668,PostNL,conventional,tour-based,1.0
26907,134,2668,PostNL,conventional,tour-based,1.0
26945,368,3362,UPS,conventional,tour-based,13.0
26985,63,1008,DHL,conventional,tour-based,9.0
27008,118,4604,DPD,conventional,tour-based,14.0
27014,1049,4604,DPD,conventional,tour-based,14.0
27039,707,2668,PostNL,conventional,tour-based,1.0
27045,843,2668,PostNL,conventional,tour-based,1.0
27059,790,2668,PostNL,conventional,tour-based,1.0
27074,156,2668,PostNL,conventional,tour-based,1.0
27108,304,2668,PostNL,conventional,tour-based,1.0
27173,497,4604,DPD,conventional,tour-based,14.0
27174,825,4604,DPD,conventional,tour-based,14.0
27199,787,2668,PostNL,conventional,tour-based,1.0
27238,615,2668,PostNL,conventional,tour-based,1.0
27254,14,2668,PostNL,conventional,tour-based,1.0
27269,46,2668,PostNL,conventional,tour-based,1.0
27291,950,1008,DHL,conventional,tour-based,9.0
27369,487,2668,PostNL,conventional,tour-based,1.0
27396,947,2668,PostNL,conventional,tour-based,1.0
27433,163,2668,PostNL,conventional,tour-based,1.0
27462,909,2668,PostNL,conventional,tour-based,1.0
27471,896,3362,UPS,conventional,tour-based,13.0
27472,619,3362,UPS,conventional,tour-based,13.0
27535,394,4604,DPD,conventional,tour-based,14.0
27580,48,2668,PostNL,conventional,tour-based,1.0
27594,166,2668,PostNL,conventional,tour-based,1.0
27684,141,1008,DHL,conventional,tour-based,9.0
27700,1074,2668,PostNL,conventional,tour-based,1.0
27708,263,2668,PostNL,conventional,tour-based,1.0
27715,547,2668,PostNL,conventional,tour-based,1.0
27717,495,2668,PostNL,conventional,tour-based,1.0
27730,777,2662,DHL,conventional,tour-based,10.0
27741,844,4604,DPD,conventional,tour-based,14.0
27757,533,2668,PostNL,conventional,tour-based,1.0
27773,610,3362,UPS,conventional,tour-based,13.0
27794,601,2668,PostNL,conventional,tour-based,1.0
27821,664,1044,DHL,conventional,tour-based,7.0
27839,156,4137,FedEx,conventional,tour-based,15.0
27867,558,2668,PostNL,conventional,tour-based,1.0
27875,592,2668,PostNL,conventional,tour-based,1.0
27893,507,1044,DHL,conventional,tour-based,7.0
27913,492,1044,DHL,conventional,tour-based,7.0
27958,392,2668,PostNL,conventional,tour-based,1.0
27963,249,2668,PostNL,conventional,tour-based,1.0
27966,266,2668,PostNL,conventional,tour-based,1.0
27989,248,2668,PostNL,conventional,tour-based,1.0
27993,499,2668,PostNL,conventional,tour-based,1.0
28014,490,2668,PostNL,conventional,tour-based,1.0
28021,469,3362,UPS,conventional,tour-based,13.0
28035,376,2662,DHL,conventional,tour-based,10.0
28046,61,1008,DHL,conventional,tour-based,9.0
28113,485,2668,PostNL,conventional,tour-based,1.0
28154,637,2668,PostNL,conventional,tour-based,1.0
28176,591,1008,DHL,conventional,tour-based,9.0
28193,244,2668,PostNL,conventional,tour-based,1.0
28197,55,2668,PostNL,conventional,tour-based,1.0
28201,167,2668,PostNL,conventional,tour-based,1.0
28229,89,1008,DHL,conventional,tour-based,9.0
28238,114,4604,DPD,conventional,tour-based,14.0
28268,904,2668,PostNL,conventional,tour-based,1.0
28319,697,5514,GLS,conventional,tour-based,5.0
28346,886,2668,PostNL,conventional,tour-based,1.0
28363,632,1044,DHL,conventional,tour-based,7.0
28405,10,2668,PostNL,conventional,tour-based,1.0
28407,840,2668,PostNL,conventional,tour-based,1.0
28424,843,2668,PostNL,conventional,tour-based,1.0
28446,479,2668,PostNL,conventional,tour-based,1.0
28488,282,2668,PostNL,conventional,tour-based,1.0
28492,689,2668,PostNL,conventional,tour-based,1.0
28606,328,2668,PostNL,conventional,tour-based,1.0
28621,553,1044,DHL,conventional,tour-based,7.0
28659,869,2668,PostNL,conventional,tour-based,1.0
28667,118,2668,PostNL,conventional,tour-based,1.0
28675,794,2668,PostNL,conventional,tour-based,1.0
28695,724,4604,DPD,conventional,tour-based,14.0
28710,341,2668,PostNL,conventional,tour-based,1.0
28850,189,2668,PostNL,conventional,tour-based,1.0
28853,931,2668,PostNL,conventional,tour-based,1.0
28873,159,1044,DHL,conventional,tour-based,7.0
28901,209,4604,DPD,conventional,tour-based,14.0
28943,500,2668,PostNL,conventional,tour-based,1.0
28945,40,2668,PostNL,conventional,tour-based,1.0
28969,395,3362,UPS,conventional,tour-based,13.0
28972,1080,3362,UPS,conventional,tour-based,13.0
29037,555,1044,DHL,conventional,tour-based,7.0
29046,69,1008,DHL,conventional,tour-based,9.0
29076,777,2668,PostNL,conventional,tour-based,1.0
29145,479,2668,PostNL,conventional,tour-based,1.0
29153,770,2668,PostNL,conventional,tour-based,1.0
29181,140,1008,DHL,conventional,tour-based,9.0
29188,701,4604,DPD,conventional,tour-based,14.0
29211,13,2668,PostNL,conventional,tour-based,1.0
29324,208,3362,UPS,conventional,tour-based,13.0
29338,316,1044,DHL,conventional,tour-based,7.0
29347,392,2662,DHL,conventional,tour-based,10.0
29388,236,2668,PostNL,conventional,tour-based,1.0
29392,504,2668,PostNL,conventional,tour-based,1.0
29449,288,1044,DHL,conventional,tour-based,7.0
29465,660,2668,PostNL,conventional,tour-based,1.0
29476,693,2668,PostNL,conventional,tour-based,1.0
29477,732,2668,PostNL,conventional,tour-based,1.0
29497,149,2668,PostNL,conventional,tour-based,1.0
29557,82,2668,PostNL,conventional,tour-based,1.0
29568,544,2668,PostNL,conventional,tour-based,1.0
29625,580,4604,DPD,conventional,tour-based,14.0
29626,591,4137,FedEx,conventional,tour-based,15.0
29645,233,2668,PostNL,conventional,tour-based,1.0
29677,568,2668,PostNL,conventional,tour-based,1.0
29713,242,1044,DHL,conventional,tour-based,7.0
29760,288,2668,PostNL,conventional,tour-based,1.0
29765,132,2668,PostNL,conventional,tour-based,1.0
29779,192,2668,PostNL,conventional,tour-based,1.0
29789,148,2668,PostNL,conventional,tour-based,1.0
29824,611,1044,DHL,conventional,tour-based,7.0
29914,210,2668,PostNL,conventional,tour-based,1.0
29921,574,2668,PostNL,conventional,tour-based,1.0
29922,931,2668,PostNL,conventional,tour-based,1.0
29967,480,2662,DHL,conventional,tour-based,10.0
29973,469,4604,DPD,conventional,tour-based,14.0
29990,907,5514,GLS,conventional,tour-based,5.0
29997,627,2668,PostNL,conventional,tour-based,1.0
30084,404,2662,DHL,conventional,tour-based,10.0
30086,899,1044,DHL,conventional,tour-based,7.0
30123,279,2668,PostNL,conventional,tour-based,1.0
30127,535,2668,PostNL,conventional,tour-based,1.0
30133,740,2668,PostNL,conventional,tour-based,1.0
30167,519,1044,DHL,conventional,tour-based,7.0
30178,645,1044,DHL,conventional,tour-based,7.0
30187,655,1044,DHL,conventional,tour-based,7.0
30273,47,2668,PostNL,conventional,tour-based,1.0
30277,253,2668,PostNL,conventional,tour-based,1.0
30307,799,4604,DPD,conventional,tour-based,14.0
30312,231,4137,FedEx,conventional,tour-based,15.0
30326,641,2668,PostNL,conventional,tour-based,1.0
30349,410,3362,UPS,conventional,tour-based,13.0
30366,694,1044,DHL,conventional,tour-based,7.0
30380,902,2668,PostNL,conventional,tour-based,1.0
30385,936,2668,PostNL,conventional,tour-based,1.0
30392,655,2668,PostNL,conventional,tour-based,1.0
30443,819,5514,GLS,conventional,tour-based,5.0
30447,594,2668,PostNL,conventional,tour-based,1.0
30457,773,2668,PostNL,conventional,tour-based,1.0
30465,109,2668,PostNL,conventional,tour-based,1.0
30469,166,2668,PostNL,conventional,tour-based,1.0
30486,611,2668,PostNL,conventional,tour-based,1.0
30502,99,1008,DHL,conventional,tour-based,9.0
30504,666,1044,DHL,conventional,tour-based,7.0
30528,884,1008,DHL,conventional,tour-based,9.0
30538,240,4604,DPD,conventional,tour-based,14.0
30573,600,2668,PostNL,conventional,tour-based,1.0
30589,159,2668,PostNL,conventional,tour-based,1.0
30640,237,3362,UPS,conventional,tour-based,13.0
30641,303,3362,UPS,conventional,tour-based,13.0
30648,943,1008,DHL,conventional,tour-based,9.0
30665,98,5514,GLS,conventional,tour-based,5.0
30703,656,1044,DHL,conventional,tour-based,7.0
30724,549,2668,PostNL,conventional,tour-based,1.0
30732,785,2668,PostNL,conventional,tour-based,1.0
30748,472,2668,PostNL,conventional,tour-based,1.0
30754,715,3362,UPS,conventional,tour-based,13.0
30766,1056,1044,DHL,conventional,tour-based,7.0
30777,277,4604,DPD,conventional,tour-based,14.0
30801,136,2668,PostNL,conventional,tour-based,1.0
30842,341,1044,DHL,conventional,tour-based,7.0
30864,731,2662,DHL,conventional,tour-based,10.0
30865,34,1008,DHL,conventional,tour-based,9.0
30880,17,4604,DPD,conventional,tour-based,14.0
30946,499,2668,PostNL,conventional,tour-based,1.0
30958,964,2668,PostNL,conventional,tour-based,1.0
30985,647,1044,DHL,conventional,tour-based,7.0
31023,395,2668,PostNL,conventional,tour-based,1.0
31077,117,3362,UPS,conventional,tour-based,13.0
31085,252,3362,UPS,conventional,tour-based,13.0
31098,559,2668,PostNL,conventional,tour-based,1.0
31138,320,4604,DPD,conventional,tour-based,14.0
31149,715,2668,PostNL,conventional,tour-based,1.0
31183,948,2668,PostNL,conventional,tour-based,1.0
31222,84,1008,DHL,conventional,tour-based,9.0
31250,736,2668,PostNL,conventional,tour-based,1.0
31257,797,2668,PostNL,conventional,tour-based,1.0
31263,113,2668,PostNL,conventional,tour-based,1.0
31266,486,2668,PostNL,conventional,tour-based,1.0
31268,411,2668,PostNL,conventional,tour-based,1.0
31335,635,2668,PostNL,conventional,tour-based,1.0
31341,725,2668,PostNL,conventional,tour-based,1.0
31343,925,2668,PostNL,conventional,tour-based,1.0
31354,534,2668,PostNL,conventional,tour-based,1.0
31427,254,4604,DPD,conventional,tour-based,14.0
31455,467,2668,PostNL,conventional,tour-based,1.0
31468,660,559,Cycloon,conventional,tour-based,16.0
31481,1056,1044,DHL,conventional,tour-based,7.0
31515,371,2668,PostNL,conventional,tour-based,1.0
31518,84,3362,UPS,conventional,tour-based,13.0
31521,1073,3362,UPS,conventional,tour-based,13.0
31530,456,2662,DHL,conventional,tour-based,10.0
31541,120,2668,PostNL,conventional,tour-based,1.0
31554,264,3362,UPS,conventional,tour-based,13.0
31572,947,4604,DPD,conventional,tour-based,14.0
31642,322,5514,GLS,conventional,tour-based,5.0
31661,570,2668,PostNL,conventional,tour-based,1.0
31700,580,1008,DHL,conventional,tour-based,9.0
31716,863,4604,DPD,conventional,tour-based,14.0
31787,799,2662,DHL,conventional,tour-based,10.0
31806,141,5514,GLS,conventional,tour-based,5.0
31815,500,2668,PostNL,conventional,tour-based,1.0
31839,85,2668,PostNL,conventional,tour-based,1.0
31851,840,3362,UPS,conventional,tour-based,13.0
31870,879,4604,DPD,conventional,tour-based,14.0
31897,717,2668,PostNL,conventional,tour-based,1.0
31994,438,2668,PostNL,conventional,tour-based,1.0
31996,635,2668,PostNL,conventional,tour-based,1.0
32096,498,2668,PostNL,conventional,tour-based,1.0
32144,127,3362,UPS,conventional,tour-based,13.0
32176,900,4604,DPD,conventional,tour-based,14.0
32188,325,2668,PostNL,conventional,tour-based,1.0
32224,285,3362,UPS,conventional,tour-based,13.0
32249,213,4604,DPD,conventional,tour-based,14.0
32364,264,559,Cycloon,conventional,tour-based,16.0
32371,695,1044,DHL,conventional,tour-based,7.0
32380,230,1008,DHL,conventional,tour-based,9.0
32407,591,2668,PostNL,conventional,tour-based,1.0
32409,212,2668,PostNL,conventional,tour-based,1.0
32427,298,2668,PostNL,conventional,tour-based,1.0
32446,607,3362,UPS,conventional,tour-based,13.0
32450,675,3362,UPS,conventional,tour-based,13.0
32460,672,1044,DHL,conventional,tour-based,7.0
32523,435,2668,PostNL,conventional,tour-based,1.0
32537,603,2668,PostNL,conventional,tour-based,1.0
32542,342,3362,UPS,conventional,tour-based,13.0
32563,657,559,Cycloon,conventional,tour-based,16.0
32575,633,1044,DHL,conventional,tour-based,7.0
32608,113,2668,PostNL,conventional,tour-based,1.0
32623,300,2668,PostNL,conventional,tour-based,1.0
32630,290,2668,PostNL,conventional,tour-based,1.0
32661,1067,2668,PostNL,conventional,tour-based,1.0
32681,63,2668,PostNL,conventional,tour-based,1.0
32706,318,2668,PostNL,conventional,tour-based,1.0
32738,166,1008,DHL,conventional,tour-based,9.0
32751,653,4604,DPD,conventional,tour-based,14.0
32783,46,2668,PostNL,conventional,tour-based,1.0
32869,571,2668,PostNL,conventional,tour-based,1.0
32870,808,2668,PostNL,conventional,tour-based,1.0
32882,631,3362,UPS,conventional,tour-based,13.0
32887,289,1044,DHL,conventional,tour-based,7.0
32899,276,4604,DPD,conventional,tour-based,14.0
32925,516,2668,PostNL,conventional,tour-based,1.0
32960,632,2668,PostNL,conventional,tour-based,1.0
32972,952,3362,UPS,conventional,tour-based,13.0
33049,598,2668,PostNL,conventional,tour-based,1.0
33080,810,2668,PostNL,conventional,tour-based,1.0
33094,210,3362,UPS,conventional,tour-based,13.0
33111,17,1008,DHL,conventional,tour-based,9.0
33125,202,4604,DPD,conventional,tour-based,14.0
33149,403,2668,PostNL,conventional,tour-based,1.0
33176,367,2668,PostNL,conventional,tour-based,1.0
33184,631,2668,PostNL,conventional,tour-based,1.0
33231,446,4604,DPD,conventional,tour-based,14.0
33235,277,4604,DPD,conventional,tour-based,14.0
33261,597,2668,PostNL,conventional,tour-based,1.0
33268,605,2668,PostNL,conventional,tour-based,1.0
33290,288,2668,PostNL,conventional,tour-based,1.0
33294,241,3362,UPS,conventional,tour-based,13.0
33306,537,1044,DHL,conventional,tour-based,7.0
33309,812,2662,DHL,conventional,tour-based,10.0
33340,432,5514,GLS,conventional,tour-based,5.0
33387,335,2668,PostNL,conventional,tour-based,1.0
33429,841,5514,GLS,conventional,tour-based,5.0
33444,898,2668,PostNL,conventional,tour-based,1.0
33451,377,2668,PostNL,conventional,tour-based,1.0
33519,736,2668,PostNL,conventional,tour-based,1.0
33551,429,2662,DHL,conventional,tour-based,10.0
33619,534,2668,PostNL,conventional,tour-based,1.0
33635,127,1008,DHL,conventional,tour-based,9.0
33657,925,4604,DPD,conventional,tour-based,14.0
33659,300,4604,DPD,conventional,tour-based,14.0
33661,956,4604,DPD,conventional,tour-based,14.0
33693,402,2668,PostNL,conventional,tour-based,1.0
33700,509,2668,PostNL,conventional,tour-based,1.0
33709,459,2668,PostNL,conventional,tour-based,1.0
33710,395,2668,PostNL,conventional,tour-based,1.0
33742,590,3362,UPS,conventional,tour-based,13.0
33753,591,1008,DHL,conventional,tour-based,9.0
33770,659,2668,PostNL,conventional,tour-based,1.0
33817,1047,2668,PostNL,conventional,tour-based,1.0
33845,111,1008,DHL,conventional,tour-based,9.0
33908,844,2668,PostNL,conventional,tour-based,1.0
33961,529,3362,UPS,conventional,tour-based,13.0
34018,89,2668,PostNL,conventional,tour-based,1.0
34075,469,1044,DHL,conventional,tour-based,7.0
34090,525,1044,DHL,conventional,tour-based,7.0
34138,198,2668,PostNL,conventional,tour-based,1.0
34192,625,1008,DHL,conventional,tour-based,9.0
34197,550,1044,DHL,conventional,tour-based,7.0
34201,7,1008,DHL,conventional,tour-based,9.0
34218,605,4604,DPD,conventional,tour-based,14.0
34225,208,5514,GLS,conventional,tour-based,5.0
34232,607,2668,PostNL,conventional,tour-based,1.0
34278,129,3362,UPS,conventional,tour-based,13.0
34298,869,1008,DHL,conventional,tour-based,9.0
34409,612,2668,PostNL,conventional,tour-based,1.0
34418,579,2668,PostNL,conventional,tour-based,1.0
34420,744,2668,PostNL,conventional,tour-based,1.0
34518,208,2668,PostNL,conventional,tour-based,1.0
34547,822,2668,PostNL,conventional,tour-based,1.0
34590,898,2668,PostNL,conventional,tour-based,1.0
34625,790,2668,PostNL,conventional,tour-based,1.0
34638,590,1044,DHL,conventional,tour-based,7.0
34645,786,1044,DHL,conventional,tour-based,7.0
34699,263,2668,PostNL,conventional,tour-based,1.0
34729,584,1008,DHL,conventional,tour-based,9.0
34733,708,2662,DHL,conventional,tour-based,10.0
34853,264,4137,FedEx,conventional,tour-based,15.0
34857,520,5514,GLS,conventional,tour-based,5.0
34872,928,2668,PostNL,conventional,tour-based,1.0
34939,522,5514,GLS,conventional,tour-based,5.0
35028,663,2668,PostNL,conventional,tour-based,1.0
35052,768,2662,DHL,conventional,tour-based,10.0
35083,882,4604,DPD,conventional,tour-based,14.0
35104,372,5514,GLS,conventional,tour-based,5.0
35144,121,2668,PostNL,conventional,tour-based,1.0
35202,621,1008,DHL,conventional,tour-based,9.0
35283,823,2668,PostNL,conventional,tour-based,1.0
35302,695,2668,PostNL,conventional,tour-based,1.0
35313,394,2668,PostNL,conventional,tour-based,1.0
35319,878,2668,PostNL,conventional,tour-based,1.0
35373,163,4604,DPD,conventional,tour-based,14.0
35380,876,4604,DPD,conventional,tour-based,14.0
35454,210,1008,DHL,conventional,tour-based,9.0
35470,632,2668,PostNL,conventional,tour-based,1.0
35490,257,1044,DHL,conventional,tour-based,7.0
35536,490,3362,UPS,conventional,tour-based,13.0
35580,190,1008,DHL,conventional,tour-based,9.0
35596,289,2668,PostNL,conventional,tour-based,1.0
35624,593,2668,PostNL,conventional,tour-based,1.0
35647,674,1044,DHL,conventional,tour-based,7.0
35674,579,2668,PostNL,conventional,tour-based,1.0
35683,251,559,Cycloon,conventional,tour-based,16.0
35688,157,1008,DHL,conventional,tour-based,9.0
35751,343,3362,UPS,conventional,tour-based,13.0
35787,83,4604,DPD,conventional,tour-based,14.0
35795,156,4604,DPD,conventional,tour-based,14.0
35821,587,2668,PostNL,conventional,tour-based,1.0
35845,611,2668,PostNL,conventional,tour-based,1.0
35892,808,2662,DHL,conventional,tour-based,10.0
35932,19,4137,FedEx,conventional,tour-based,15.0
35944,493,2668,PostNL,conventional,tour-based,1.0
35970,666,2668,PostNL,conventional,tour-based,1.0
35979,649,2668,PostNL,conventional,tour-based,1.0
35986,200,2668,PostNL,conventional,tour-based,1.0
35992,441,2668,PostNL,conventional,tour-based,1.0
35999,718,2668,PostNL,conventional,tour-based,1.0
36002,249,2668,PostNL,conventional,tour-based,1.0
36041,827,2662,DHL,conventional,tour-based,10.0
36044,515,1044,DHL,conventional,tour-based,7.0
36065,802,4604,DPD,conventional,tour-based,14.0
36071,875,4604,DPD,conventional,tour-based,14.0
36087,113,2668,PostNL,conventional,tour-based,1.0
36089,508,2668,PostNL,conventional,tour-based,1.0
36109,737,2668,PostNL,conventional,tour-based,1.0
36117,485,2668,PostNL,conventional,tour-based,1.0
36213,355,2668,PostNL,conventional,tour-based,1.0
36251,328,3362,UPS,conventional,tour-based,13.0
36261,405,2662,DHL,conventional,tour-based,10.0
36274,4,1008,DHL,conventional,tour-based,9.0
36290,651,1044,DHL,conventional,tour-based,7.0
36364,896,2668,PostNL,conventional,tour-based,1.0
36431,655,4137,FedEx,conventional,tour-based,15.0
36437,613,5514,GLS,conventional,tour-based,5.0
36441,678,2668,PostNL,conventional,tour-based,1.0
36462,277,2668,PostNL,conventional,tour-based,1.0
36477,626,2668,PostNL,conventional,tour-based,1.0
36480,173,2668,PostNL,conventional,tour-based,1.0
36514,404,2662,DHL,conventional,tour-based,10.0
36526,724,2662,DHL,conventional,tour-based,10.0
36538,424,4604,DPD,conventional,tour-based,14.0
36560,614,2668,PostNL,conventional,tour-based,1.0
36573,43,2668,PostNL,conventional,tour-based,1.0
36585,210,2668,PostNL,conventional,tour-based,1.0
36591,602,2668,PostNL,conventional,tour-based,1.0
36593,472,2668,PostNL,conventional,tour-based,1.0
36595,320,2668,PostNL,conventional,tour-based,1.0
36610,132,3362,UPS,conventional,tour-based,13.0
36612,314,3362,UPS,conventional,tour-based,13.0
36637,85,1008,DHL,conventional,tour-based,9.0
36668,896,2668,PostNL,conventional,tour-based,1.0
36701,468,2668,PostNL,conventional,tour-based,1.0
36760,264,1044,DHL,conventional,tour-based,7.0
36827,312,2668,PostNL,conventional,tour-based,1.0
36884,210,2668,PostNL,conventional,tour-based,1.0
36956,466,2662,DHL,conventional,tour-based,10.0
36987,137,2668,PostNL,conventional,tour-based,1.0
37001,842,3362,UPS,conventional,tour-based,13.0
37010,275,1044,DHL,conventional,tour-based,7.0
37042,825,2668,PostNL,conventional,tour-based,1.0
37056,281,2668,PostNL,conventional,tour-based,1.0
