zone,naam,1: woningen,2: inwoners,3: inwon0034,4: bbv,5: llp12eo,6: detail,7: industrie,8: rest,9: arbeidspl_totaal,10: gebiedstype,11: intrazonaal,12: vrachtformule,13: autosperhh,14: v_os_auto,15: a_os_auto,16: v_as_auto,17: a_as_auto,18: v_rd_auto,19: a_rd_auto,20: va_mz_os,21: va_mz_as,22: va_mz_rd,23: va_zw_os,24: va_zw_as,25: va_zw_rd,26: inwon0011,27: llp0011
5521,Rotterdam,12,22.86153477,8.374236253,11.85512644,0,10.02285714,53.12114286,41.94172292,105.0857229,1,0,1,0.912357616,0,0,0,0,0,0,0,0,0,0,0,0,2.223629837,0
5522,Rotterdam,498,920.4679785,420.1736616,421.9163188,0,0,0,16.03657143,16.03657143,1,0,1,0.979310475,0,0,0,0,0,0,0,0,0,0,0,0,125.4949239,0
5523,Rotterdam,170,329.5860282,150.4207279,150.7333389,135.9497143,166.808,1.002285714,131.728,299.5382857,1,0,1,0.977735113,0,0,0,0,0,0,0,0,0,0,0,0,45.14427983,652.1194286
5524,Rotterdam,43,76.84907101,35.18625133,35.3737269,155.6525714,151.7737143,1.002285714,63.144,215.92,1,0,1,0.972152724,0,0,0,0,0,0,0,0,0,0,0,0,10.28943549,0
5525,Rotterdam,138,286.9076498,130.8037169,130.9768112,0,26.55565714,2.004571429,16.03657143,44.5968,1,0,1,0.980874591,0,0,0,0,0,0,0,0,0,0,0,0,39.50031455,0
5526,Rotterdam,314,576.9244454,263.3401343,264.2805705,0,0,0,0,0,1,0,1,0.979450503,0,0,0,0,0,0,0,0,0,0,0,0,78.68498072,0
5527,Rotterdam,617,1204.535341,549.2538854,551.0867989,0,0,4.009142857,4.009142857,8.018285714,1,0,1,0.979167949,0,0,0,0,0,0,0,0,0,0,0,0,164.7244912,0
5528,Rotterdam,330,656.9779204,299.5057827,300.5159772,0,0,2.004571429,124.712,126.7165714,1,0,1,0.980218926,0,0,0,0,0,0,0,0,0,0,0,0,90.07839193,0
5529,Rotterdam,32,76.96409271,35.04558239,35.18509909,0,0,1.002285714,1.002285714,2.004571429,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,10.78682242,0
5530,Rotterdam,244,510.7896601,233.2967401,234.0497007,0,0,8.018285714,106.6708571,114.6891429,1,0,1,0.98094394,0,0,0,0,0,0,0,0,0,0,0,0,69.68125952,0
5531,Rotterdam,508,983.0906861,448.5093347,449.8670194,0,20.04571429,3.006857143,44.10057143,67.15314286,1,0,1,0.979625214,0,0,0,0,0,0,0,0,0,0,0,0,134.2765202,258.0685714
5532,Rotterdam,371,712.3024499,325.0820422,326.2709925,0,0,1.002285714,3.006857143,4.009142857,1,0,1,0.979202734,0,0,0,0,0,0,0,0,0,0,0,0,97.49722245,0
5533,Rotterdam,364,714.7522689,326.1613568,326.8912164,0,10.02285714,13.02971429,14.032,37.08457143,1,0,1,0.978893186,0,0,0,0,0,0,0,0,0,0,0,0,97.73581933,0
5534,Rotterdam,105,240.1098578,108.9531386,109.4109278,0,0,2.004571429,12.02742857,14.032,1,0,1,0.976341137,0,0,0,0,0,0,0,0,0,0,0,0,32.84961821,0
5535,Rotterdam,5,9.454210915,4.310693677,4.332493161,0,0,678.6857143,0,678.6857143,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,1.176512432,0
5536,Rotterdam,128,284.7135137,129.4680438,129.5975392,0,5.011428571,4.009142857,1.002285714,10.02285714,1,0,1,0.979747667,0,0,0,0,0,0,0,0,0,0,0,0,38.8615754,0
5537,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,Rotterdam,32,64.96409271,27.33129667,30.47081337,0,0,3.006857143,4.009142857,7.016,1,0,1,1.555155027,0,0,0,0,0,0,0,0,0,0,0,0,9.072536707,0
5539,Rotterdam,22,53.34138517,21.70990932,24.80582705,0,0,6.013714286,0,6.013714286,1,0,1,1.583430573,0,0,0,0,0,0,0,0,0,0,0,0,7.148083272,0
5540,Rotterdam,31,72.41610767,29.81201508,33.80431474,0,0,1.002285714,2.004571429,3.006857143,1,0,1,1.573214891,0,0,0,0,0,0,0,0,0,0,0,0,9.780091363,0
5541,Rotterdam,0,0,0,0,0,0,0,1.002285714,1.002285714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,Rotterdam,10,18.90842183,7.764244496,8.664986322,0,0,37.08457143,0,37.08457143,1,0,1,1.592478747,0,0,0,0,0,0,0,0,0,0,0,0,2.781596292,0
5543,Rotterdam,4,7.049083017,2.934269227,3.380280243,0,0,0,0,0,1,0,1,1.492948826,0,0,0,0,0,0,0,0,0,0,0,0,1.026924231,0
5544,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,Rotterdam,3,7.215383692,2.843559063,3.285210182,0,0,0,0,0,1,0,1,1.658832028,0,0,0,0,0,0,0,0,0,0,0,0,0.877336031,0
5546,Rotterdam,3,5.501097977,2.414987635,2.428067325,0,0,1.002285714,0,1.002285714,1,0,1,1.658832028,0,0,0,0,0,0,0,0,0,0,0,0,0.877336031,0
5547,Rotterdam,0,0,0,0,0,0,0,38.08685714,38.08685714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,Rotterdam,14,28.10036199,11.55565658,13.33098085,0,1.002285714,0,189.8605714,190.8628571,1,0,1,1.564041627,0,0,0,0,0,0,0,0,0,0,0,0,3.808520524,0
5549,Rotterdam,5,11.59706806,4.739265105,5.618207447,0,0,6.013714286,1.002285714,7.016,1,0,1,1.592478747,0,0,0,0,0,0,0,0,0,0,0,0,1.60508386,0
5550,Rotterdam,16,32.48204636,13.45136262,15.23540669,0,0,5.011428571,6.013714286,11.02514286,1,0,1,1.555155027,0,0,0,0,0,0,0,0,0,0,0,0,4.536268353,0
5551,Rotterdam,0,0,0,0,0,3.695314286,13.02971429,135.8605714,152.5856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,Rotterdam,3,5.072526549,2.414987635,2.428067325,0,27.75017143,560.9897143,453.5851429,1042.325029,1,0,1,1.327065623,0,0,0,0,0,0,0,0,0,0,0,0,0.877336031,0
5553,Rotterdam,0,0,0,0,0,0,0.319837518,5.854836245,6.174673763,1,0,1,0,0,0,0,465.7534247,4657.534247,4191.780822,0,0,0,0,0,0,0,0
5554,Rotterdam,121,259.7347613,115.118787,124.2177631,0,0,0,14.032,14.032,1,0,1,1.283195685,0,0,0,0,0,0,0,0,0,0,0,0,45.10017228,0
5555,Rotterdam,6.857142857,13.43296334,6.23137911,6.283697872,0,0,0,0,0,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,1.795058408,0
5556,Rotterdam,37.14285714,72.76188475,33.75330351,34.03669681,0,0,0,1.002285714,1.002285714,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,9.723233043,0
5557,Rotterdam,1,1.976556469,0.947853021,0.952212918,0,0,0,0,0,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.149588201,0
5558,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,Rotterdam,1,1.54798504,0.519281592,0.523641489,0,5.011428571,52.43869466,87.0399791,144.4901023,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.149588201,0
5560,Rotterdam,0,0,0,0,0,2.004571429,135.6284089,32.91655053,170.5495309,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5561,Rotterdam,0,0,0,0,0,0,0.319837518,5.854836245,6.174673763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,Rotterdam,0,0,0,0,0,16.03657143,44.42040895,68.99883624,129.4558166,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5563,Rotterdam,78.28571429,153.3596648,71.14157817,71.73888404,0,0,0.319837518,9.863979102,10.18381662,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,20.49358349,0
5564,Rotterdam,0,0,0,0,0,0,0.319837518,5.854836245,6.174673763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5565,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566,Rotterdam,0,0,0,0,0,0,0,970.6342857,970.6342857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,Rotterdam,25,54.12819743,24.12489696,25.94818009,0,3.579977143,3.241148343,2.753828571,9.574954057,1,0,1,1.273982998,0,0,0,0,0,0,0,0,0,0,0,0,9.311133588,0
5569,Rotterdam,16.57142857,32.46299473,15.05916618,15.18560319,0,0,0,1.002285714,1.002285714,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,4.338057819,0
5570,Rotterdam,126.7142857,325.146477,141.6994229,135.8812371,0,0,2.004571429,5.011428571,7.016,1,0,1,1.287497152,0,0,0,0,0,0,0,0,0,0,0,0,60.37091952,0
5571,Rotterdam,293.5714286,705.2658306,309.4786151,298.0863976,0,1.002285714,0,4.009142857,5.011428571,1,0,1,1.285069875,0,0,0,0,0,0,0,0,0,0,0,0,127.4044926,0
5572,Rotterdam,92,198.8519789,88.52237902,86.45669847,0,1.002285714,0,1.002285714,2.004571429,1,0,1,1.277300662,0,0,0,0,0,0,0,0,0,0,0,0,33.63794556,0
5573,Rotterdam,66.28571429,129.8519789,60.23666473,60.74241276,0,0,0,0,0,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,17.35223128,0
5574,Rotterdam,30.71428571,70.82343152,31.30412909,30.18409088,0,0,0,0,0,1,0,1,1.279670422,0,0,0,0,0,0,0,0,0,0,0,0,12.11292305,0
5575,Rotterdam,5.714285714,11.19413611,5.192815925,5.236414893,0,0,0,0,0,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,1.495882007,0
5576,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,Rotterdam,42,86.87251454,38.09554117,36.99294255,0,0,0,4.009142857,4.009142857,1,0,1,1.279670422,0,0,0,0,0,0,0,0,0,0,0,0,15.71127586,0
5578,Rotterdam,16,80.91061778,34.02279119,31.9496924,0,5.011428571,0,639.5965714,644.608,1,0,1,1.306330222,0,0,0,0,0,0,0,0,0,0,0,0,16.96483978,0
5579,Rotterdam,2,3.953112937,1.895706042,1.475854407,0,2.004571429,4.009142857,0,6.013714286,1,0,1,1.492948826,0,0,0,0,0,0,0,0,0,0,0,0,0.72774783,0
5580,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,Rotterdam,1,1.976556469,0.947853021,0.952212918,0,0,0,0,0,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.149588201,0
5582,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,Rotterdam,8,17.09816603,7.582824169,7.189131915,0,0,0,1.002285714,1.002285714,1,0,1,1.244124021,0,0,0,0,0,0,0,0,0,0,0,0,2.91099132,0
5584,Rotterdam,3,7.215383692,3.272130492,2.856638754,0,0,0,1.002285714,1.002285714,1,0,1,1.327065623,0,0,0,0,0,0,0,0,0,0,0,0,1.305907459,0
5585,Rotterdam,7.428571429,14.55237695,6.750660702,6.807339361,0,0,0,0,0,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,1.944646609,0
5586,Rotterdam,7.428571429,14.55237695,6.750660702,6.807339361,0,0,0,0,0,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,1.944646609,0
5587,Rotterdam,1,1.54798504,0.519281592,0.523641489,0,0,0,0,0,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.149588201,0
5588,Rotterdam,29.28571429,63.8446791,28.09772937,26.94717188,0,0,0,9.020571429,9.020571429,1,0,1,1.290202689,0,0,0,0,0,0,0,0,0,0,0,0,11.49437708,0
5589,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590,Rotterdam,12,28.86153477,12.65995054,11.85512644,0,0,0,0,0,1,0,1,1.244124021,0,0,0,0,0,0,0,0,0,0,0,0,5.223629837,0
5591,Rotterdam,3,6.358240834,2.843559063,2.856638754,0,0,0,44.10057143,44.10057143,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.877336031,0
5592,Rotterdam,5,10.7399252,4.739265105,5.189636018,0,42.096,20.04571429,47.10742857,109.2491429,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,1.60508386,0
5593,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,Rotterdam,6,12.28791024,5.258546698,5.713277507,0,0,0,152.776,152.776,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,1.754672061,0
5595,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,Rotterdam,631,1281.921417,553.9523992,605.5606369,0,10.02285714,21.048,48.10971429,79.18057143,1,0,1,0.959020482,0,0,0,0,0,0,0,0,0,0,0,0,171.9615832,262.0388571
5597,Rotterdam,259,498.2138397,216.3510753,235.0517172,0,6.013714286,5.011428571,19.04342857,30.06857143,1,0,1,0.96071353,0,0,0,0,0,0,0,0,0,0,0,0,66.60048683,0
5598,Rotterdam,263,566.1200655,243.2853445,267.5748545,0,10.02285714,13.02971429,33.07542857,56.128,1,0,1,0.95745514,0,0,0,0,0,0,0,0,0,0,0,0,75.7702682,0
5599,Rotterdam,1.142857143,2.238827223,1.038563185,1.047282979,0,5.011428571,1.002285714,34.07771429,40.09142857,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,0.299176401,0
5600,Rotterdam,665,1331.124337,576.322259,628.5073047,0,12.02742857,11.02514286,82.616,105.6685714,1,0,1,0.959378644,0,0,0,0,0,0,0,0,0,0,0,0,178.3332963,0
5601,Rotterdam,494,980.2760384,424.5251067,462.6788957,0,10.02285714,10.02285714,42.096,62.14171429,1,0,1,0.959033254,0,0,0,0,0,0,0,0,0,0,0,0,131.3251426,0
5602,Rotterdam,232.1428571,452.8299593,198.0539654,213.7197281,0,36.08228571,7.016,67.58171429,110.68,1,0,1,0.956833547,0,0,0,0,0,0,0,0,0,0,0,0,60.68949551,0
5603,Rotterdam,285,602.747165,259.4238253,284.6663959,0,0,68.584,12.02742857,80.61142857,1,0,1,0.960376437,0,0,0,0,0,0,0,0,0,0,0,0,80.77549433,0
5604,Rotterdam,78,165.3142617,71.36110707,78.12975045,0,5.011428571,8.018285714,1.002285714,14.032,1,0,1,0.957018478,0,0,0,0,0,0,0,0,0,0,0,0,21.95359394,0
5605,Rotterdam,230,493.6079878,212.4347663,233.1518283,0,0,219.3554286,5.011428571,224.3668571,1,0,1,0.960680114,0,0,0,0,0,0,0,0,0,0,0,0,66.11957187,0
5606,Rotterdam,203,390.5266774,169.6998776,184.2992223,0,0,1.002285714,1.002285714,2.004571429,1,0,1,0.960978554,0,0,0,0,0,0,0,0,0,0,0,0,52.22354759,0
5607,Rotterdam,24,50.86592668,21.46275822,26.28168146,0,0,4.009142857,11.02514286,15.03428571,1,0,1,0.912357616,0,0,0,0,0,0,0,0,0,0,0,0,4.875831102,0
5608,Rotterdam,8,14.09816603,5.868538454,7.189131915,0,0,0,0,0,1,0,1,0.870886815,0,0,0,0,0,0,0,0,0,0,0,0,1.625277034,0
5609,Rotterdam,0,0,0,0,0,0.688457143,94.64342857,427.5257143,522.8576,1,0,1,0.403520454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,Rotterdam,0,0,0,0,0,0.688457143,0,71.71428571,72.40274286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,Rotterdam,4,7.477654446,3.362840656,3.808851672,0,0,0,0,0,1,0,1,0.995299217,0,0,0,0,0,0,0,0,0,0,0,0,0.598352803,0
5612,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5614,Rotterdam,0,0,0,0,0,0,0,3.006857143,3.006857143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,Rotterdam,23,51.46079878,22.22919091,23.1866114,0,37.08457143,190.8628571,156.1780571,384.1254857,1,0,1,0.778929822,0,0,0,0,0,0,0,0,0,0,0,0,7.297671472,0
5616,Rotterdam,0,0,0,0,0,0,0,9.020571429,9.020571429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,Rotterdam,5,9.882782343,4.310693677,4.332493161,0,1.002285714,127.7188571,3.006857143,131.728,1,0,1,0.796239374,0,0,0,0,0,0,0,0,0,0,0,0,1.60508386,0
5618,Rotterdam,0,0,0,0,0,1.002285714,0,1.002285714,2.004571429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5619,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,Rotterdam,0,0,0,0,0,2.065371429,0,20.65371429,22.71908571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,Rotterdam,93,210.3911802,90.2931881,94.12722993,0,1.002285714,1.002285714,14.032,16.03657143,1,0,1,0.781256375,0,0,0,0,0,0,0,0,0,0,0,0,30.19741695,0
5624,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5625,Rotterdam,0,0,0,0,199.984,0,0,7.016,7.016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,Rotterdam,44,113.1113418,48.13410436,50.46879696,0,0,3.006857143,96.648,99.65485714,1,0,1,0.76909485,0,0,0,0,0,0,0,0,0,0,0,0,16.43902369,486.36
5627,Rotterdam,435,886.5976599,386.4795243,400.0652252,0,4.009142857,5.011428571,113.6868571,122.7074286,1,0,1,0.778279087,0,0,0,0,0,0,0,0,0,0,0,0,126.5383201,0
5628,Rotterdam,146,316.8629587,136.6722554,142.023086,0,0,13.02971429,13.02971429,26.05942857,1,0,1,0.777151443,0,0,0,0,0,0,0,0,0,0,0,0,45.8398773,0
5629,Rotterdam,414,811.4372352,352.9825793,365.9304337,0,2.004571429,0,18.04114286,20.04571429,1,0,1,0.778929822,0,0,0,0,0,0,0,0,0,0,0,0,115.9295151,0
5630,Rotterdam,375.5714286,804.3302853,347.9369969,361.6024775,0,142.7531429,3.006857143,29.06628571,174.8262857,1,0,1,0.77834026,0,0,0,0,0,0,0,0,0,0,0,0,115.4284069,0
5631,Rotterdam,332,730.7881762,314.687203,327.7061173,0,47.02651429,0,107.6731429,154.6996571,1,0,1,0.776453305,0,0,0,0,0,0,0,0,0,0,0,0,105.3775683,471.4714286
5632,Rotterdam,487,974.5830002,423.0329927,438.8705482,0,23.97394286,3.006857143,45.10285714,72.08365714,1,0,1,0.778663248,0,0,0,0,0,0,0,0,0,0,0,0,139.2780252,0
5633,Rotterdam,453,813.5229374,356.9488471,368.3524518,0,49.03108571,6.013714286,29.06628571,84.11108571,1,0,1,0.777783494,0,0,0,0,0,0,0,0,0,0,0,0,115.3348835,165.7594286
5634,Rotterdam,437,906.6123197,392.3546273,407.5456165,0,63.06308571,1.002285714,15.03428571,79.09965714,1,0,1,0.776652249,0,0,0,0,0,0,0,0,0,0,0,0,130.0843294,0
5635,Rotterdam,294,534.8218875,234.0973596,242.2363121,0,5.011428571,0,38.08685714,43.09828571,1,0,1,0.778635442,0,0,0,0,0,0,0,0,0,0,0,0,75.69321671,0
5636,Rotterdam,67,152.5721405,65.64900955,68.51255121,0,1.002285714,0,11.02514286,12.02742857,1,0,1,0.772471034,0,0,0,0,0,0,0,0,0,0,0,0,22.02240944,0
5637,Rotterdam,207,383.8614747,179.4912896,172.6795026,0,1.002285714,0,72.59314286,73.59542857,1,0,1,0.687573855,0,0,0,0,0,0,0,0,0,0,0,0,57.53618611,0
5638,Rotterdam,390,891.7141656,418.0912496,396.2201808,226.5828571,7.016,2.004571429,35.08,44.10057143,1,0,1,0.686501255,0,0,0,0,0,0,0,0,0,0,0,0,138.4822554,229.284
5639,Rotterdam,112,239.3743245,103.1595384,107.5049897,0,1.002285714,2.004571429,5.011428571,8.018285714,1,0,1,0.782020813,0,0,0,0,0,0,0,0,0,0,0,0,34.32530705,0
5640,Rotterdam,78,179.0285474,76.93253564,80.2726076,0,0,0,2.004571429,2.004571429,1,0,1,0.778375029,0,0,0,0,0,0,0,0,0,0,0,0,25.81073679,0
5641,Rotterdam,647,1247.546321,543.4037618,562.9389007,0,8.018285714,8.018285714,64.14628571,80.18285714,1,0,1,0.778394751,0,0,0,0,0,0,0,0,0,0,0,0,177.7835658,0
5642,Rotterdam,521,873.7859202,385.831424,397.1029302,0,15.03428571,0,266.4628571,281.4971429,1,0,1,0.777517814,0,0,0,0,0,0,0,0,0,0,0,0,122.9354525,254.0982857
5643,Rotterdam,509,1030.495814,482.4571877,460.6763752,0,3.006857143,8.018285714,252.4308571,263.456,1,0,1,0.686345825,0,0,0,0,0,0,0,0,0,0,0,0,157.1403941,0
5644,Rotterdam,479,1031.19912,483.1644542,459.5385591,0,8.018285714,4.009142857,52.11885714,64.14628571,1,0,1,0.685696747,0,0,0,0,0,0,0,0,0,0,0,0,158.6527481,125.064
5645,Rotterdam,13,22.69523409,10.17923213,10.66448222,0,12.02742857,128.7211429,2.004571429,142.7531429,1,0,1,1.30154513,0,0,0,0,0,0,0,0,0,0,0,0,3.658932323,0
5646,Rotterdam,438,854.1603047,399.7310518,382.7835437,0,8.018285714,3.006857143,72.59314286,83.61828571,1,0,1,0.686256538,0,0,0,0,0,0,0,0,0,0,0,0,129.3767747,0
5647,Rotterdam,259,577.0709825,270.3510753,256.90886,0,1.002285714,1.002285714,132.7302857,134.7348571,1,0,1,0.687870887,0,0,0,0,0,0,0,0,0,0,0,0,89.31477254,0
5648,Rotterdam,339,687.6240714,321.7507456,307.3716077,1405.798857,15.03428571,2.004571429,121.7051429,138.744,1,0,1,0.687020698,0,0,0,0,0,0,0,0,0,0,0,0,105.1389715,0
5649,Rotterdam,167,337.3706445,157.8628831,150.8767001,0,0,0,82.616,82.616,1,0,1,0.685385688,0,0,0,0,0,0,0,0,0,0,0,0,51.55265808,0
5650,Rotterdam,2,3.524541509,1.467134614,1.475854407,0,0,0,0,0,1,0,1,0.497649609,0,0,0,0,0,0,0,0,0,0,0,0,0.72774783,0
5651,Rotterdam,0,0,0,0,0,0,0,153.7782857,153.7782857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,Rotterdam,8,28.24102318,11.86853845,11.4748462,0,52.11885714,248.4217143,135.7371429,436.2777143,1,0,1,1.244124021,0,0,0,0,0,0,0,0,0,0,0,0,5.91099132,0
5653,Rotterdam,186,417.3537889,194.7292333,202.397317,0,21.048,1.002285714,37.08457143,59.13485714,1,0,1,0.861522441,0,0,0,0,0,0,0,0,0,0,0,0,61.25197675,0
5654,Rotterdam,300,654.2526549,305.3559063,316.9495897,0,110.68,3.006857143,167.8102857,281.4971429,1,0,1,0.859274991,0,0,0,0,0,0,0,0,0,0,0,0,95.8764602,392.0657143
5655,Rotterdam,566,1111.445247,518.4848099,536.381083,0,52.11885714,11.02514286,217.3508571,280.4948571,1,0,1,0.85989632,0,0,0,0,0,0,0,0,0,0,0,0,160.9526359,0
5656,Rotterdam,353,705.4387191,329.0206879,340.4168743,0,12.02742857,8.018285714,36.08228571,56.128,1,0,1,0.85996108,0,0,0,0,0,0,0,0,0,0,0,0,102.5189205,0
5657,Rotterdam,98,181.7025339,84.74673892,87.31686595,0,0,131.728,0,131.728,1,0,1,0.863269729,0,0,0,0,0,0,0,0,0,0,0,0,26.23107224,0
5658,Rotterdam,559,1103.18078,514.4212673,532.2870211,0,4.009142857,4.009142857,92.63885714,100.6571429,1,0,1,0.859981255,0,0,0,0,0,0,0,0,0,0,0,0,159.9055185,317.6228571
5659,Rotterdam,457,908.0005919,423.3116878,438.1613035,0,59.13485714,7.016,258.4445714,324.5954286,1,0,1,0.860269564,0,0,0,0,0,0,0,0,0,0,0,0,131.7903791,0
5660,Rotterdam,269,528.6936901,246.4010341,254.8595606,0,40.09142857,29.06628571,215.3462857,284.504,1,0,1,0.858399325,0,0,0,0,0,0,0,0,0,0,0,0,76.66779741,0
5661,Rotterdam,74,149.6937501,69.71255213,72.17804164,0,69.05668571,3.006857143,164.8034286,236.8669714,1,0,1,0.860799323,0,0,0,0,0,0,0,0,0,0,0,0,21.78381256,0
5662,Rotterdam,433,835.2775223,389.4203581,402.879622,0,3.006857143,19.04342857,83.61828571,105.6685714,1,0,1,0.859681079,0,0,0,0,0,0,0,0,0,0,0,0,120.914548,0
5663,Rotterdam,480.8571429,955.892158,445.6565682,461.0611924,0,11.02514286,25.05714286,172.8217143,208.904,1,0,1,0.858813037,0,0,0,0,0,0,0,0,0,0,0,0,138.6998655,0
5664,Rotterdam,51,114.0900942,50.05478979,47.70571596,0,0,0,17.03885714,17.03885714,1,0,1,1.288034281,0,0,0,0,0,0,0,0,0,0,0,0,20.91471252,0
5665,Rotterdam,34,77.48863422,33.94128843,32.37523921,0,0,0,24.05485714,24.05485714,1,0,1,1.288034281,0,0,0,0,0,0,0,0,0,0,0,0,14.51457025,0
5666,Rotterdam,0,0,0,0,0,21.048,0,2464.745143,2485.793143,1,0,1,0,324.8625347,324.8625347,324.8625347,324.8625347,2598.900278,2598.900278,0,0,0,0,0,0,0,0
5667,Rotterdam,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,Rotterdam,168,360.347201,145.9535933,156.9717702,0,0,2.004571429,4.009142857,6.013714286,1,0,1,0.941979616,0,0,0,0,0,0,0,0,0,0,0,0,47.84510343,0
5669,Rotterdam,0,0,0,0,0,1.002285714,0,8.018285714,9.020571429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,Rotterdam,257,520.4035839,212.7410836,227.5758628,0,5.011428571,0,889.0205714,894.032,1,0,1,0.941080583,0,0,0,0,0,0,0,0,0,0,0,0,68.872739,0
5671,Rotterdam,222,501.795536,201.8519421,217.3912678,0,0,4.009142857,33.07542857,37.08457143,1,0,1,0.941499259,0,0,0,0,0,0,0,0,0,0,0,0,66.63715198,0
5672,Rotterdam,175,284.1830963,120.8742787,126.7801178,0,2.004571429,0,173.824,175.8285714,1,0,1,0.9441124,0,0,0,0,0,0,0,0,0,0,0,0,37.74936369,0
5673,Rotterdam,118,219.0908062,90.84665649,96.50398145,343.8148571,1.002285714,0,79.60914286,80.61142857,1,0,1,0.944690782,0,0,0,0,0,0,0,0,0,0,0,0,29.22283625,0
